order_id,date,product,region,salesperson,quantity,unit_price,revenue,cost,profit
ORD-008569,2024-06-10,Laptop,North,Frank Miller,6,845.47,5072.82,3362.72,1710.1
ORD-008570,2024-11-19,Monitor,South,David Wilson,48,322.97,15502.56,7423.99,8078.57
ORD-008571,2024-08-15,Webcam,South,David Wilson,2,704.8,1409.6,915.39,494.21
ORD-008572,2024-06-21,Monitor,North,Bob Smith,30,962.61,28878.3,14070.3,14808
ORD-008573,2024-01-15,Webcam,South,Carol Davis,15,822.46,12336.9,7436.19,4900.71
ORD-008574,2024-06-07,Webcam,North,Alice Johnson,50,753.52,37676,23275.79,14400.21
ORD-008575,2024-07-05,Monitor,East,Bob Smith,45,477.34,21480.3,14341.75,7138.55
ORD-008576,2024-03-05,USB Drive,South,Frank Miller,9,622.6,5603.4,3652.3,1951.1
ORD-008577,2024-05-11,USB Drive,East,Frank Miller,20,277.08,5541.6,2514.89,3026.71
ORD-008578,2024-11-30,HDMI Cable,North,David Wilson,46,814.38,37461.48,20502.07,16959.41
ORD-008579,2024-01-16,HDMI Cable,East,Bob Smith,31,612.6,18990.6,10862.89,8127.71
ORD-008580,2024-01-13,Keyboard,Central,Carol Davis,31,424.92,13172.52,6253.99,6918.53
ORD-008581,2024-12-15,USB Drive,West,Frank Miller,12,299.34,3592.08,2210.07,1382.01
ORD-008582,2024-03-15,Headset,South,David Wilson,49,588.65,28843.85,12857.61,15986.24
ORD-008583,2024-04-29,Headset,Central,Carol Davis,17,866.87,14736.79,10011.88,4724.91
ORD-008584,2024-08-18,Webcam,Central,Emma Brown,47,182.79,8591.13,5163.83,3427.3
ORD-008585,2024-08-26,Laptop,East,David Wilson,24,196.41,4713.84,2175.33,2538.51
ORD-008586,2024-11-26,Mouse,Central,Carol Davis,32,194.56,6225.92,3193.05,3032.87
ORD-008587,2024-11-17,Keyboard,Central,Carol Davis,50,721.21,36060.5,15299.17,20761.33
ORD-008588,2024-01-19,Mouse,South,Alice Johnson,8,807.63,6461.04,3716.03,2745.01
ORD-008589,2024-03-20,Headset,East,Carol Davis,32,167.32,5354.24,2524.4,2829.84
ORD-008590,2024-11-21,USB Drive,South,Carol Davis,9,569.67,5127.03,2540.64,2586.39
ORD-008591,2024-07-20,Mouse,East,Carol Davis,13,124.94,1624.22,930.21,694.01
ORD-008592,2024-07-20,Laptop,South,Bob Smith,6,334.35,2006.1,1020.79,985.31
ORD-008593,2024-04-25,Keyboard,South,Frank Miller,17,222.66,3785.22,2490.37,1294.85
ORD-008594,2024-10-19,Mouse,North,Bob Smith,50,629.27,31463.5,17433.88,14029.62
ORD-008595,2024-12-22,USB Drive,South,Bob Smith,41,515.01,21115.41,14366.48,6748.93
ORD-008596,2024-08-31,Headset,West,Alice Johnson,17,391.26,6651.42,3132.12,3519.3
ORD-008597,2024-09-15,Keyboard,West,Alice Johnson,35,757.28,26504.8,11098.92,15405.88
ORD-008598,2024-12-17,Monitor,West,Alice Johnson,38,325.61,12373.18,5532.55,6840.63
ORD-008599,2024-03-01,Mouse,South,Frank Miller,1,368.75,368.75,252.12,116.63
ORD-008600,2024-08-02,Webcam,Central,Emma Brown,24,860.76,20658.24,14034.34,6623.9
ORD-008601,2024-09-05,Webcam,South,Alice Johnson,48,460.89,22122.72,9621.04,12501.68
ORD-008602,2024-07-11,Laptop,North,Emma Brown,47,470.66,22121.02,11787.69,10333.33
ORD-008603,2024-04-16,Mouse,Central,Alice Johnson,15,481.12,7216.8,4179.68,3037.12
ORD-008604,2024-04-27,Webcam,North,Emma Brown,28,623.81,17466.68,12165.05,5301.63
ORD-008605,2024-11-27,Keyboard,East,Bob Smith,1,712.01,712.01,290.59,421.42
ORD-008606,2024-05-02,HDMI Cable,East,Emma Brown,26,949.47,24686.22,10550.09,14136.13
ORD-008607,2024-11-27,Webcam,Central,Alice Johnson,48,142.43,6836.64,3152.53,3684.11
ORD-008608,2024-01-07,Laptop,West,Alice Johnson,39,746,29094,16109.48,12984.52
ORD-008609,2024-05-17,Monitor,South,Carol Davis,28,945.62,26477.36,15391.24,11086.12
ORD-008610,2024-11-30,Laptop,Central,David Wilson,9,239.02,2151.18,1336.06,815.12
ORD-008611,2024-12-27,Mouse,East,Alice Johnson,6,834.11,5004.66,2545.53,2459.13
ORD-008612,2024-06-29,USB Drive,East,Alice Johnson,30,527.65,15829.5,10714.04,5115.46
ORD-008613,2024-03-21,Monitor,North,Alice Johnson,27,306.7,8280.9,4881.25,3399.65
ORD-008614,2024-08-31,Laptop,West,Carol Davis,12,984.9,11818.8,6272.01,5546.79
ORD-008615,2024-08-18,Keyboard,Central,Alice Johnson,33,287.01,9471.33,5480.04,3991.29
ORD-008616,2024-03-10,Monitor,East,Carol Davis,35,483.53,16923.55,11239.45,5684.1
ORD-008617,2024-01-23,USB Drive,East,Frank Miller,41,168.9,6924.9,3540.39,3384.51
ORD-008618,2024-03-01,Keyboard,Central,Bob Smith,34,777.84,26446.56,15715.62,10730.94
ORD-008619,2024-05-26,Monitor,North,David Wilson,14,750.64,10508.96,5442.34,5066.62
ORD-008620,2024-10-15,Mouse,West,Alice Johnson,18,339.21,6105.78,2728.33,3377.45
ORD-008621,2024-08-22,HDMI Cable,East,Emma Brown,25,438.05,10951.25,7001.66,3949.59
ORD-008622,2024-01-23,HDMI Cable,Central,Alice Johnson,8,340.01,2720.08,1688.44,1031.64
ORD-008623,2024-06-02,Headset,South,Alice Johnson,2,488.22,976.44,401.53,574.91
ORD-008624,2024-02-07,USB Drive,North,Alice Johnson,26,748.03,19448.78,8328.83,11119.95
ORD-008625,2024-05-28,Laptop,South,Emma Brown,40,72.31,2892.4,1351.58,1540.82
ORD-008626,2024-01-02,Webcam,South,Carol Davis,18,992.9,17872.2,9104.93,8767.27
ORD-008627,2024-02-20,HDMI Cable,East,David Wilson,3,652.9,1958.7,1162.56,796.14
ORD-008628,2024-05-11,Mouse,West,David Wilson,27,707.85,19111.95,10920.62,8191.33
ORD-008629,2024-06-21,Mouse,West,Carol Davis,3,469.46,1408.38,743.29,665.09
ORD-008630,2024-08-25,USB Drive,North,Alice Johnson,8,270.54,2164.32,1215.46,948.86
ORD-008631,2024-05-18,HDMI Cable,Central,Emma Brown,32,241.53,7728.96,4232.03,3496.93
ORD-008632,2024-05-21,USB Drive,West,Carol Davis,5,115.15,575.75,358.21,217.54
ORD-008633,2024-10-07,HDMI Cable,North,Alice Johnson,27,970.23,26196.21,12112.86,14083.35
ORD-008634,2024-12-29,Webcam,North,Frank Miller,9,315.21,2836.89,1849.89,987
ORD-008635,2024-03-16,USB Drive,West,Alice Johnson,32,175.19,5606.08,3062.55,2543.53
ORD-008636,2024-03-04,HDMI Cable,South,Emma Brown,30,684.28,20528.4,8785.77,11742.63
ORD-008637,2024-05-10,Monitor,North,Carol Davis,2,948.84,1897.68,786.04,1111.64
ORD-008638,2024-07-16,Monitor,East,Bob Smith,17,716.93,12187.81,5181.13,7006.68
ORD-008639,2024-04-19,Laptop,South,Alice Johnson,7,251.61,1761.27,1110.24,651.03
ORD-008640,2024-04-16,Keyboard,West,David Wilson,47,695.97,32710.59,20467.24,12243.35
ORD-008641,2024-05-27,Keyboard,South,Frank Miller,2,170.38,340.76,162.2,178.56
ORD-008642,2024-02-05,Webcam,North,Frank Miller,28,555.57,15555.96,10113.34,5442.62
ORD-008643,2024-04-29,USB Drive,South,Frank Miller,38,110.25,4189.5,1984.55,2204.95
ORD-008644,2024-03-03,Keyboard,North,Alice Johnson,21,259.11,5441.31,3355.92,2085.39
ORD-008645,2024-08-14,Webcam,East,Carol Davis,20,486.48,9729.6,6157.28,3572.32
ORD-008646,2024-05-17,Webcam,Central,David Wilson,21,936.73,19671.33,9942.9,9728.43
ORD-008647,2024-07-17,USB Drive,North,Alice Johnson,20,385.16,7703.2,4949.61,2753.59
ORD-008648,2024-12-19,Keyboard,West,Carol Davis,50,635.51,31775.5,17913.07,13862.43
ORD-008649,2024-07-25,Headset,West,David Wilson,31,703.67,21813.77,10970.23,10843.54
ORD-008650,2024-02-21,Mouse,West,Alice Johnson,46,671.88,30906.48,14972.19,15934.29
ORD-008651,2024-01-01,Laptop,West,Carol Davis,14,198.23,2775.22,1517.59,1257.63
ORD-008652,2024-04-19,Keyboard,Central,David Wilson,37,753.11,27865.07,12746.48,15118.59
ORD-008653,2024-02-06,Webcam,North,David Wilson,2,342.83,685.66,303.61,382.05
ORD-008654,2024-02-23,USB Drive,West,David Wilson,2,496.38,992.76,429.45,563.31
ORD-008655,2024-03-17,Monitor,South,Emma Brown,36,806.73,29042.28,14868.5,14173.78
ORD-008656,2024-07-25,Monitor,East,David Wilson,28,716.44,20060.32,12688.1,7372.22
ORD-008657,2024-04-11,Keyboard,East,David Wilson,49,777.86,38115.14,19619.28,18495.86
ORD-008658,2024-04-29,Monitor,East,Bob Smith,33,415.4,13708.2,6973.37,6734.83
ORD-008659,2024-04-13,Laptop,East,Emma Brown,34,62.12,2112.08,1217.12,894.96
ORD-008660,2024-02-26,Monitor,West,Emma Brown,43,678.06,29156.58,17479.81,11676.77
ORD-008661,2024-06-26,Mouse,North,Bob Smith,39,699.33,27273.87,11275.77,15998.1
ORD-008662,2024-07-07,HDMI Cable,West,Emma Brown,41,439.66,18026.06,9564.72,8461.34
ORD-008663,2024-06-27,Laptop,Central,Bob Smith,13,138.32,1798.16,834.43,963.73
ORD-008664,2024-10-10,Monitor,North,David Wilson,35,449.78,15742.3,10988.24,4754.06
ORD-008665,2024-03-09,USB Drive,East,Alice Johnson,39,722.42,28174.38,16482.02,11692.36
ORD-008666,2024-12-27,Laptop,Central,David Wilson,4,75.97,303.88,190.92,112.96
ORD-008667,2024-01-03,Keyboard,East,David Wilson,26,851.7,22144.2,12617.33,9526.87
ORD-008668,2024-12-02,Webcam,West,Emma Brown,47,420.6,19768.2,12755.03,7013.17
ORD-008669,2024-05-11,Laptop,South,Alice Johnson,28,301.1,8430.8,5614.63,2816.17
ORD-008670,2024-01-19,USB Drive,South,David Wilson,4,172.91,691.64,429.86,261.78
ORD-008671,2024-11-24,Webcam,East,David Wilson,35,317.68,11118.8,5008.9,6109.9
ORD-008672,2024-06-26,USB Drive,West,Carol Davis,45,868.43,39079.35,22853.15,16226.2
ORD-008673,2024-11-26,Webcam,South,Carol Davis,5,190.66,953.3,450.57,502.73
ORD-008674,2024-12-13,Mouse,East,Bob Smith,33,723.7,23882.1,11561.8,12320.3
ORD-008675,2024-01-17,Headset,West,Emma Brown,39,482.33,18810.87,12722.13,6088.74
ORD-008676,2024-09-28,Webcam,West,David Wilson,39,681.37,26573.43,16929.84,9643.59
ORD-008677,2024-08-03,USB Drive,East,Alice Johnson,43,971.59,41778.37,20903.1,20875.27
ORD-008678,2024-05-15,Mouse,East,David Wilson,20,578.42,11568.4,7030.76,4537.64
ORD-008679,2024-02-15,Laptop,East,Bob Smith,27,135.79,3666.33,2321.55,1344.78
ORD-008680,2024-12-02,Keyboard,South,Frank Miller,22,792.34,17431.48,9584.84,7846.64
ORD-008681,2024-04-26,Keyboard,Central,Carol Davis,14,126.51,1771.14,1081.79,689.35
ORD-008682,2024-01-28,Monitor,North,Alice Johnson,20,912.38,18247.6,8151.43,10096.17
ORD-008683,2024-05-04,HDMI Cable,North,Alice Johnson,1,310.35,310.35,174.66,135.69
ORD-008684,2024-06-27,Keyboard,Central,Bob Smith,1,892.4,892.4,531.85,360.55
ORD-008685,2024-05-10,Monitor,West,Frank Miller,9,929.42,8364.78,5520.11,2844.67
ORD-008686,2024-03-27,HDMI Cable,West,Carol Davis,33,462.28,15255.24,7648.2,7607.04
ORD-008687,2024-08-21,Keyboard,West,Frank Miller,41,945.49,38765.09,25370.23,13394.86
ORD-008688,2024-04-10,USB Drive,West,Frank Miller,5,364.21,1821.05,811,1010.05
ORD-008689,2024-01-13,Laptop,North,Bob Smith,33,732.1,24159.3,12272.19,11887.11
ORD-008690,2024-09-17,Keyboard,North,Emma Brown,20,879.21,17584.2,10492.65,7091.55
ORD-008691,2024-05-10,USB Drive,West,Bob Smith,39,298.56,11643.84,5527.71,6116.13
ORD-008692,2024-09-26,HDMI Cable,Central,David Wilson,26,539.95,14038.7,7055.39,6983.31
ORD-008693,2024-09-06,Monitor,East,Bob Smith,47,928.86,43656.42,22311.97,21344.45
ORD-008694,2024-08-04,Headset,East,David Wilson,41,885.42,36302.22,18490.1,17812.12
ORD-008695,2024-10-19,HDMI Cable,West,Carol Davis,47,799.53,37577.91,19053.33,18524.58
ORD-008696,2024-06-27,Mouse,South,Bob Smith,27,640.21,17285.67,7918.43,9367.24
ORD-008697,2024-11-08,Keyboard,North,Frank Miller,5,393.22,1966.1,1203.1,763
ORD-008698,2024-11-22,Headset,North,Carol Davis,22,90.51,1991.22,1026.38,964.84
ORD-008699,2024-08-17,Mouse,East,Bob Smith,26,896.99,23321.74,14449.97,8871.77
ORD-008700,2024-03-15,Mouse,North,Emma Brown,30,221.66,6649.8,2838,3811.8
ORD-008701,2024-10-17,Webcam,East,David Wilson,30,287.84,8635.2,4126.19,4509.01
ORD-008702,2024-05-01,Webcam,West,David Wilson,7,503.83,3526.81,2059.38,1467.43
ORD-008703,2024-11-25,USB Drive,West,David Wilson,17,946.87,16096.79,8056.31,8040.48
ORD-008704,2024-12-14,Mouse,West,Emma Brown,18,958.65,17255.7,7185.84,10069.86
ORD-008705,2024-01-22,Laptop,North,Bob Smith,1,158.1,158.1,92.32,65.78
ORD-008706,2024-04-19,Mouse,East,Bob Smith,15,633.85,9507.75,4800.45,4707.3
ORD-008707,2024-03-21,HDMI Cable,South,Emma Brown,48,949.24,45563.52,25656.17,19907.35
ORD-008708,2024-07-17,Keyboard,East,Carol Davis,41,508.4,20844.4,14197.98,6646.42
ORD-008709,2024-02-07,Laptop,Central,Emma Brown,18,435.66,7841.88,3634.57,4207.31
ORD-008710,2024-05-19,Keyboard,South,Frank Miller,43,632.92,27215.56,16439.46,10776.1
ORD-008711,2024-09-06,Laptop,Central,Carol Davis,23,327.64,7535.72,3351.51,4184.21
ORD-008712,2024-01-01,Headset,North,Alice Johnson,22,408.87,8995.14,5681.24,3313.9
ORD-008713,2024-10-02,Monitor,West,Bob Smith,29,236.77,6866.33,3118.26,3748.07
ORD-008714,2024-07-14,HDMI Cable,South,Emma Brown,21,854.42,17942.82,9145.38,8797.44
ORD-008715,2024-03-06,HDMI Cable,West,Frank Miller,4,367.59,1470.36,852.6,617.76
ORD-008716,2024-06-27,HDMI Cable,Central,Frank Miller,36,191.84,6906.24,3152.24,3754
ORD-008717,2024-02-24,Keyboard,South,David Wilson,29,307.55,8918.95,5650.03,3268.92
ORD-008718,2024-10-10,Mouse,North,Emma Brown,46,453.33,20853.18,13110.8,7742.38
ORD-008719,2024-08-28,HDMI Cable,South,Carol Davis,28,898.43,25156.04,10400.64,14755.4
ORD-008720,2024-07-30,Keyboard,West,Carol Davis,13,513.67,6677.71,4174.27,2503.44
ORD-008721,2024-11-11,Keyboard,Central,Carol Davis,48,901.9,43291.2,29478.21,13812.99
ORD-008722,2024-04-26,Webcam,South,David Wilson,11,812.75,8940.25,4182.89,4757.36
ORD-008723,2024-05-13,Mouse,North,Carol Davis,2,673.01,1346.02,615.25,730.77
ORD-008724,2024-08-06,Webcam,East,Emma Brown,35,806.03,28211.05,11678.19,16532.86
ORD-008725,2024-12-15,HDMI Cable,East,Carol Davis,8,305.5,2444,1197.02,1246.98
ORD-008726,2024-09-22,Headset,West,Alice Johnson,26,631.28,16413.28,11369.8,5043.48
ORD-008727,2024-10-07,HDMI Cable,North,Carol Davis,15,701.86,10527.9,6672.27,3855.63
ORD-008728,2024-04-13,Webcam,West,Frank Miller,37,768.53,28435.61,13924.71,14510.9
ORD-008729,2024-03-22,Keyboard,South,Alice Johnson,5,671.38,3356.9,1991.71,1365.19
ORD-008730,2024-11-10,Headset,West,Alice Johnson,23,298.06,6855.38,3378.37,3477.01
ORD-008731,2024-01-17,Webcam,South,Emma Brown,8,429.34,3434.72,1581.33,1853.39
ORD-008732,2024-03-21,Webcam,East,David Wilson,33,142.34,4697.22,2152.95,2544.27
ORD-008733,2024-03-05,HDMI Cable,East,Alice Johnson,12,129.32,1551.84,1072.47,479.37
ORD-008734,2024-09-27,Keyboard,South,David Wilson,40,687.3,27492,14580.06,12911.94
ORD-008735,2024-04-27,Keyboard,North,Frank Miller,49,285,13965,8726.44,5238.56
ORD-008736,2024-01-18,Keyboard,West,Bob Smith,17,320.93,5455.81,2974.36,2481.45
ORD-008737,2024-03-16,Keyboard,East,Frank Miller,18,196.16,3530.88,2099.74,1431.14
ORD-008738,2024-11-15,HDMI Cable,East,Emma Brown,44,341.17,15011.48,7598.7,7412.78
ORD-008739,2024-05-11,Headset,Central,Frank Miller,1,569.47,569.47,324.32,245.15
ORD-008740,2024-05-16,USB Drive,North,Bob Smith,16,483.94,7743.04,5243.17,2499.87
ORD-008741,2024-03-02,HDMI Cable,Central,Alice Johnson,33,424.75,14016.75,6723.37,7293.38
ORD-008742,2024-11-01,HDMI Cable,West,Bob Smith,28,618.81,17326.68,8215.78,9110.9
ORD-008743,2024-11-25,Headset,East,David Wilson,48,92.52,4440.96,2248.81,2192.15
ORD-008744,2024-09-04,HDMI Cable,South,Emma Brown,5,299.73,1498.65,695.22,803.43
ORD-008745,2024-05-07,Monitor,West,Frank Miller,49,326.68,16007.32,7961.53,8045.79
ORD-008746,2024-10-06,Laptop,West,Alice Johnson,22,757.17,16657.74,7344.52,9313.22
ORD-008747,2024-11-10,Webcam,East,Carol Davis,30,548.33,16449.9,10421.32,6028.58
ORD-008748,2024-11-10,USB Drive,Central,Frank Miller,15,591.03,8865.45,4253.91,4611.54
ORD-008749,2024-01-28,Webcam,South,Emma Brown,21,665.65,13978.65,5802.07,8176.58
ORD-008750,2024-04-13,Laptop,Central,David Wilson,49,966.69,47367.81,32774.18,14593.63
ORD-008751,2024-02-19,USB Drive,North,Alice Johnson,40,180.05,7202,4241.14,2960.86
ORD-008752,2024-09-22,Laptop,South,Carol Davis,5,691.28,3456.4,1977.33,1479.07
ORD-008753,2024-11-07,Monitor,Central,David Wilson,3,785,2355,1430.41,924.59
ORD-008754,2024-05-04,HDMI Cable,West,Alice Johnson,39,245.33,9567.87,5445.95,4121.92
ORD-008755,2024-12-26,HDMI Cable,West,Alice Johnson,1,941.68,941.68,473.51,468.17
ORD-008756,2024-11-07,Laptop,West,David Wilson,45,847.27,38127.15,21660.79,16466.36
ORD-008757,2024-06-13,HDMI Cable,North,Alice Johnson,22,675.74,14866.28,8778.94,6087.34
ORD-008758,2024-12-01,USB Drive,East,Alice Johnson,4,656.97,2627.88,1770.58,857.3
ORD-008759,2024-04-07,Headset,South,Emma Brown,41,75.17,3081.97,1326.52,1755.45
ORD-008760,2024-10-03,Mouse,East,Frank Miller,5,515.68,2578.4,1149.38,1429.02
ORD-008761,2024-03-21,Mouse,South,Frank Miller,5,939.44,4697.2,2803.98,1893.22
ORD-008762,2024-08-14,Monitor,South,Bob Smith,15,678.37,10175.55,6350.76,3824.79
ORD-008763,2024-04-29,HDMI Cable,Central,Bob Smith,6,566.67,3400.02,1781.94,1618.08
ORD-008764,2024-04-10,Headset,East,Bob Smith,49,123.34,6043.66,2638.54,3405.12
ORD-008765,2024-04-08,Monitor,East,Carol Davis,4,530,2120,1205.94,914.06
ORD-008766,2024-03-12,Monitor,Central,Carol Davis,22,270.22,5944.84,3551.14,2393.7
ORD-008767,2024-04-14,Headset,West,Bob Smith,25,709.33,17733.25,12047.66,5685.59
ORD-008768,2024-08-31,Keyboard,South,Bob Smith,44,336.27,14795.88,9927.15,4868.73
ORD-008769,2024-07-03,Laptop,West,David Wilson,13,764.31,9936.03,5409.29,4526.74
ORD-008770,2024-09-11,Laptop,North,Alice Johnson,44,515.83,22696.52,15363.06,7333.46
ORD-008771,2024-08-09,Headset,Central,Carol Davis,48,963.38,46242.24,20415.06,25827.18
ORD-008772,2024-04-30,HDMI Cable,East,Frank Miller,44,654.62,28803.28,18359.75,10443.53
ORD-008773,2024-11-17,Monitor,East,Emma Brown,41,698.25,28628.25,13724.62,14903.63
ORD-008774,2024-07-13,Mouse,West,Alice Johnson,16,482.92,7726.72,5131.53,2595.19
ORD-008775,2024-11-26,Monitor,West,Emma Brown,7,348.74,2441.18,1093.41,1347.77
ORD-008776,2024-05-15,Webcam,North,Frank Miller,46,117.9,5423.4,3265.01,2158.39
ORD-008777,2024-03-03,Mouse,South,Alice Johnson,5,820.3,4101.5,2352.16,1749.34
ORD-008778,2024-05-27,Monitor,South,Alice Johnson,23,122.38,2814.74,1324.91,1489.83
ORD-008779,2024-05-16,Webcam,North,Bob Smith,25,896.69,22417.25,12179.81,10237.44
ORD-008780,2024-11-14,HDMI Cable,South,Frank Miller,27,822,22194,14299.75,7894.25
ORD-008781,2024-04-19,Laptop,South,Bob Smith,36,794.61,28605.96,12873.55,15732.41
ORD-008782,2024-11-28,Keyboard,Central,Alice Johnson,6,131.9,791.4,365.2,426.2
ORD-008783,2024-11-10,Monitor,West,Carol Davis,36,190.43,6855.48,3641.24,3214.24
ORD-008784,2024-12-14,Headset,West,Frank Miller,2,615.33,1230.66,646.25,584.41
ORD-008785,2024-11-18,HDMI Cable,West,Alice Johnson,29,317.06,9194.74,5713.38,3481.36
ORD-008786,2024-02-12,USB Drive,East,Frank Miller,25,135.76,3394,2077.55,1316.45
ORD-008787,2024-07-20,Headset,East,Carol Davis,26,511.76,13305.76,8424.56,4881.2
ORD-008788,2024-11-14,Laptop,Central,David Wilson,41,943.51,38683.91,23634.35,15049.56
ORD-008789,2024-05-20,Keyboard,North,Alice Johnson,15,588.31,8824.65,3812.82,5011.83
ORD-008790,2024-04-30,Mouse,Central,David Wilson,2,670.62,1341.24,668.63,672.61
ORD-008791,2024-04-27,Monitor,South,Emma Brown,10,476.73,4767.3,2469.92,2297.38
ORD-008792,2024-11-11,HDMI Cable,West,Bob Smith,45,414.48,18651.6,7942.62,10708.98
ORD-008793,2024-08-28,Keyboard,North,Frank Miller,9,86.63,779.67,364.87,414.8
ORD-008794,2024-08-01,Mouse,East,Carol Davis,19,995.04,18905.76,12117.24,6788.52
ORD-008795,2024-07-26,USB Drive,Central,Alice Johnson,14,499.31,6990.34,4786.91,2203.43
ORD-008796,2024-09-09,Monitor,West,Frank Miller,24,523.37,12560.88,5131.81,7429.07
ORD-008797,2024-07-01,HDMI Cable,South,Alice Johnson,24,67.47,1619.28,941.39,677.89
ORD-008798,2024-09-13,Mouse,West,Alice Johnson,1,213.23,213.23,136.58,76.65
ORD-008799,2024-10-21,Webcam,West,Alice Johnson,35,272.36,9532.6,6342.66,3189.94
ORD-008800,2024-05-25,Headset,East,Carol Davis,6,284.28,1705.68,1149.74,555.94
ORD-008801,2024-09-27,HDMI Cable,West,Frank Miller,8,552.74,4421.92,2218.63,2203.29
ORD-008802,2024-11-10,USB Drive,East,Emma Brown,31,922.61,28600.91,17741.93,10858.98
ORD-008803,2024-06-21,Monitor,West,Frank Miller,8,175.27,1402.16,792,610.16
ORD-008804,2024-02-04,USB Drive,South,Emma Brown,21,915.43,19224.03,12426.89,6797.14
ORD-008805,2024-01-06,Laptop,North,Emma Brown,9,401.99,3617.91,2250.72,1367.19
ORD-008806,2024-06-30,Laptop,South,Alice Johnson,19,687.15,13055.85,9102.99,3952.86
ORD-008807,2024-12-12,Keyboard,South,Bob Smith,41,327.07,13409.87,8313.44,5096.43
ORD-008808,2024-01-28,Laptop,Central,Bob Smith,31,145.4,4507.4,2485.11,2022.29
ORD-008809,2024-09-20,Mouse,East,Alice Johnson,14,635.12,8891.68,5322.8,3568.88
ORD-008810,2024-07-10,Keyboard,Central,Frank Miller,46,155.5,7153,3137.98,4015.02
ORD-008811,2024-03-08,USB Drive,East,Bob Smith,9,936.89,8432.01,5477.31,2954.7
ORD-008812,2024-01-21,Headset,South,Frank Miller,15,971.02,14565.3,9954.2,4611.1
ORD-008813,2024-10-20,Webcam,North,Carol Davis,35,181.73,6360.55,3442.38,2918.17
ORD-008814,2024-10-30,Keyboard,North,Frank Miller,27,502.21,13559.67,6690.66,6869.01
ORD-008815,2024-07-27,Mouse,Central,Emma Brown,7,319.85,2238.95,1234.86,1004.09
ORD-008816,2024-06-01,Laptop,West,Emma Brown,40,288.97,11558.8,5245.03,6313.77
ORD-008817,2024-04-17,HDMI Cable,Central,David Wilson,4,213.92,855.68,553.36,302.32
ORD-008818,2024-06-13,USB Drive,East,Carol Davis,21,124.61,2616.81,1374.75,1242.06
ORD-008819,2024-05-04,Headset,North,David Wilson,17,665.3,11310.1,4881.55,6428.55
ORD-008820,2024-08-09,HDMI Cable,Central,David Wilson,31,97.27,3015.37,1226.28,1789.09
ORD-008821,2024-10-11,Monitor,East,Emma Brown,50,194.87,9743.5,5041.71,4701.79
ORD-008822,2024-03-18,Mouse,North,Emma Brown,5,652.03,3260.15,1846.88,1413.27
ORD-008823,2024-05-07,Headset,East,Alice Johnson,49,726.65,35605.85,23656.15,11949.7
ORD-008824,2024-12-09,USB Drive,West,Carol Davis,36,689.02,24804.72,14364.65,10440.07
ORD-008825,2024-07-22,Monitor,East,Alice Johnson,6,260.02,1560.12,714.58,845.54
ORD-008826,2024-10-23,Mouse,East,David Wilson,44,123.93,5452.92,3470.22,1982.7
ORD-008827,2024-02-03,USB Drive,Central,David Wilson,5,242.61,1213.05,492.7,720.35
ORD-008828,2024-09-29,Mouse,South,Alice Johnson,29,838.79,24324.91,13696.87,10628.04
ORD-008829,2024-01-10,Mouse,East,David Wilson,45,902.28,40602.6,18408.79,22193.81
ORD-008830,2024-11-06,Webcam,West,Bob Smith,7,111.97,783.79,336.96,446.83
ORD-008831,2024-02-11,Mouse,North,Carol Davis,31,65.96,2044.76,924.79,1119.97
ORD-008832,2024-06-11,Headset,South,Carol Davis,27,569.05,15364.35,9581.83,5782.52
ORD-008833,2024-05-08,Headset,North,Carol Davis,43,749.67,32235.81,20639.1,11596.71
ORD-008834,2024-09-20,USB Drive,South,Emma Brown,50,674.86,33743,19686.13,14056.87
ORD-008835,2024-10-01,Mouse,North,Carol Davis,16,58.01,928.16,547.97,380.19
ORD-008836,2024-02-19,Laptop,East,David Wilson,46,98.5,4531,2842.51,1688.49
ORD-008837,2024-11-17,HDMI Cable,East,Carol Davis,33,846.58,27937.14,16548.32,11388.82
ORD-008838,2024-04-17,HDMI Cable,North,Alice Johnson,21,995.72,20910.12,11997.54,8912.58
ORD-008839,2024-11-11,Keyboard,South,Frank Miller,27,816.61,22048.47,12517.58,9530.89
ORD-008840,2024-12-18,Mouse,North,Emma Brown,43,426.17,18325.31,8890.67,9434.64
ORD-008841,2024-01-09,Monitor,Central,Alice Johnson,26,821.09,21348.34,8920.15,12428.19
ORD-008842,2024-10-27,Laptop,East,Carol Davis,23,225.04,5175.92,2197.36,2978.56
ORD-008843,2024-02-25,Keyboard,West,Bob Smith,20,338.63,6772.6,3887.53,2885.07
ORD-008844,2024-07-14,Laptop,North,Carol Davis,48,67.97,3262.56,1579.25,1683.31
ORD-008845,2024-06-07,HDMI Cable,East,Bob Smith,44,953.31,41945.64,24881.94,17063.7
ORD-008846,2024-02-05,Webcam,Central,Carol Davis,5,237.03,1185.15,500.74,684.41
ORD-008847,2024-07-21,Webcam,East,David Wilson,21,104.88,2202.48,905.81,1296.67
ORD-008848,2024-12-16,Laptop,West,Frank Miller,24,332.81,7987.44,3635.04,4352.4
ORD-008849,2024-08-09,Mouse,North,Frank Miller,47,215.58,10132.26,7031.52,3100.74
ORD-008850,2024-08-21,Keyboard,West,Alice Johnson,35,312,10920,6271.97,4648.03
ORD-008851,2024-10-23,Mouse,Central,David Wilson,19,89.24,1695.56,1074.87,620.69
